Genes	12-5	12-6	12-13	12-15	18-1	18-2	18-3	18-8
gbgene19288	562	341	538	652	482	406	691	413
gbgene19289	307	197	484	455	348	481	733	376
gbgene19290	914	498	979	782	563	667	1062	1479
gbgene19291	64	45	59	33	36	64	57	49
gbgene19292	104	57	92	59	81	181	135	93
gbgene19293	861	954	2296	1850	936	1875	1070	1063
gbgene19294	104	67	98	75	71	159	117	173
gbgene19295	1278	440	722	1005	729	439	1258	1181
gbgene19296	51	18	75	54	14	53	54	57
gbgene19297	8	4	0	1	87	4	1	5
gbgene19298	4402	1821	1901	2931	2258	1250	3591	3320
gbgene19299	5518	1896	2094	4410	2980	14	4697	4898
gbgene19300	467	282	944	1033	426	451	519	808
gbgene19301	235	147	178	213	165	76	251	254
gbgene19302	6965	3914	6648	5115	2903	3638	3133	8089
gbgene19303	2	1	0	0	0	15	0	2
gbgene19304	1193	1161	88	48	119	79	258	57
gbgene19305	21	10	10	13	8	0	6	9
gbgene19306	8225	5629	639	381	407	859	937	552
gbgene19307	767	300	373	383	605	499	619	759
gbgene19308	3662	1934	1614	2352	1963	1260	2799	2761
gbgene19309	171	115	175	208	172	61	265	207
gbgene19310	10899	6601	7959	7556	4902	9647	8517	11357
gbgene19311	9	0	0	1	0	0	0	0
gbgene19312	112	151	72	97	44	163	60	87
gbgene19313	494	145	178	421	318	8	395	513
gbgene19314	3	0	3	3	1	2	1	3
gbgene19315	0	0	0	0	0	0	0	0
gbgene19316	0	0	0	0	0	0	0	0
gbgene19317	0	0	0	0	0	0	0	0
gbgene19318	0	0	0	0	0	0	1	0
gbgene19319	0	0	0	0	0	0	0	0
gbgene19320	11	23	4	6	5	11	14	8
gbgene19321	1	0	0	0	0	0	0	0
gbgene19322	0	0	0	0	0	0	0	0
gbgene19323	0	0	0	0	0	0	0	0
gbgene19324	0	0	0	0	0	0	0	0
gbgene19325	0	0	1	0	0	1	0	0
gbgene19326	0	0	0	0	0	0	0	0
gbgene19327	10	0	0	0	0	0	0	0
gbgene19328	0	0	0	0	0	0	0	0
gbgene19329	0	3	10	6	20	0	13	5
gbgene19330	0	6	1	0	1	0	11	0
gbgene19331	113	64	524	644	364	902	571	67
gbgene19332	109	21	424	357	331	490	263	57
gbgene19333	0	0	0	0	1	0	0	0
gbgene19334	87	54	247	115	228	191	172	42
gbgene19335	1	1	6	12	2	20	7	5
gbgene19336	988	332	915	1113	905	475	1130	898
gbgene19337	12	15	15	28	5	49	14	2
gbgene19338	814	508	634	1017	590	315	1000	1090
gbgene19339	0	0	0	0	0	0	0	0
gbgene19340	10	9	0	0	0	0	0	0
gbgene19341	9	6	2	4	42	2	21	42
gbgene19342	7310	3297	8550	7722	5380	7802	7718	12451
gbgene19343	116	82	77	131	109	38	168	136
gbgene19344	0	0	0	0	0	0	0	0
gbgene19345	15	27	3	10	20	28	23	19
gbgene19346	50	52	27	54	30	15	92	95
gbgene19347	111	52	81	174	145	53	391	614
gbgene19348	41	27	24	62	55	18	198	269
gbgene19349	0	0	0	0	0	1	0	0
gbgene19350	24	4	9	18	0	59	0	3
gbgene19351	66	23	42	34	3	153	11	3
gbgene19352	0	0	0	0	5	0	0	4
gbgene19353	22	31	4	7	35	5	3	30
gbgene19354	77	39	89	77	26	85	91	76
gbgene19355	107	98	150	131	61	131	185	102
gbgene19356	7496	3823	2973	3636	2645	1576	4965	4971
gbgene19357	6675	3065	1323	2322	1502	1	2926	2442
gbgene19358	0	0	0	1	3	0	2	0
gbgene19359	19806	9934	5289	11041	8048	10	12150	12389
gbgene19360	18	4	2	0	2	2	1	1
gbgene19361	29	15	7	0	0	3	4	1
gbgene19362	98	53	13	22	22	88	74	111
gbgene19363	1	203	115	93	98	122	305	240
gbgene19364	189	210	471	361	122	689	160	119
gbgene19365	0	0	0	0	0	0	0	0
gbgene19366	13	58	413	507	39	1472	391	14
gbgene19367	11	162	3	1	1	3	2	0
gbgene19368	2617	5389	8663	11249	4944	5023	3015	537
gbgene19369	79149	34782	73759	71009	101977	43370	63671	26318
gbgene19370	9	1	0	0	3	0	7	1
gbgene19371	0	0	0	0	4	0	2	13
gbgene19372	11	1	0	7	14	0	42	10
gbgene19373	15	11	2	0	1	0	2	2
gbgene19374	55	10	70	31	13	88	22	72
gbgene19375	75	32	39	21	29	42	71	28
gbgene19376	11	7	0	0	1	2	0	0
gbgene19377	103	62	177	108	229	203	256	177
gbgene19378	205	86	85	112	155	63	167	139
gbgene19379	634	258	189	296	323	174	515	397
gbgene19380	605	381	159	366	319	0	508	488
gbgene19381	0	3	0	0	0	0	0	2
gbgene19382	290	156	734	517	287	456	504	595
gbgene19383	0	0	0	8	0	0	0	0
gbgene19384	620	430	649	549	521	739	683	876
gbgene19385	0	1	12	1	4	5	0	7
gbgene19386	0	0	0	1	0	0	1	2
gbgene19387	13	13	24	39	10	62	29	32
gbgene19388	0	0	0	0	0	0	0	0
gbgene19389	0	0	19	15	14	48	26	9
gbgene19390	59	56	202	180	89	356	229	231
gbgene19391	0	2	0	0	0	0	0	0
gbgene19392	2	10	0	1	1	1	0	0
gbgene19393	0	0	0	0	0	0	0	1
gbgene19394	2	0	0	0	0	1	1	1
gbgene19395	0	0	0	0	0	0	0	0
gbgene19396	1	0	0	0	0	0	0	1
gbgene19397	0	0	0	1	2	0	2	1
gbgene19398	0	0	0	0	0	1	0	2
gbgene19399	0	0	0	0	0	0	0	0
gbgene19400	0	0	0	1	0	1	0	0
gbgene19401	8	4	11	16	22	12	25	18
gbgene19402	5382	3087	1789	3464	3929	0	5375	5871
gbgene19403	0	0	1	1	0	0	0	0
gbgene19404	200	108	159	147	115	112	222	216
gbgene19405	16	16	47	26	28	6	14	37
gbgene19406	170	96	104	232	98	19	315	281
gbgene19407	102	19	54	56	50	5	101	51
gbgene19408	0	0	0	0	0	0	0	0
gbgene19409	31	9	4	3	1	5	12	5
gbgene19410	103	39	32	89	54	2	84	88
gbgene19411	14470	6653	3608	6062	5697	6	8034	8827
gbgene19412	1200	163	194	146	232	223	311	426
gbgene19413	0	0	0	1	11	4	3	0
gbgene19414	0	1	0	3	0	0	0	0
gbgene19415	0	0	0	0	2	0	7	0
gbgene19416	7	20	268	165	46	486	190	402
gbgene19417	59	31	228	113	58	380	170	204
gbgene19418	39	19	89	87	110	61	168	104
gbgene19419	14	0	3	3	2	0	5	3
gbgene19420	33	49	220	176	69	211	145	13
gbgene19421	14	23	24	18	30	16	10	26
gbgene19422	2535	1365	2220	3092	2047	881	3280	3677
gbgene19423	1147	566	1304	1443	915	1502	1532	1778
gbgene19424	0	0	5	5	5	0	6	2
gbgene19425	17	23	21	19	17	11	17	18
gbgene19426	8	2	27	9	6	11	5	10
gbgene19427	2	13	5	4	13	4	10	9
gbgene19428	36	0	18	22	14	13	14	16
gbgene19429	28	32	0	0	0	0	0	0
gbgene19430	67	62	16	6	6	8	4	11
gbgene19431	1	0	3	3	1	5	1	1
gbgene19432	0	2	2	1	2	0	1	1
gbgene19433	24	12	4	3	3	3	4	0
gbgene19434	29	2	2	2	5	1	6	5
gbgene19435	5077	3205	920	1705	2151	4	3422	3154
gbgene19436	14361	13304	19485	9928	12882	22790	14437	8240
gbgene19437	669	662	761	514	411	704	491	213
gbgene19438	4	2	11	7	4	8	4	2
gbgene19439	4	0	0	0	2	1	0	0
gbgene19440	4	1	30	7	10	2	32	20
gbgene19441	41	2	26	8	9	0	37	55
gbgene19442	2	0	3	11	0	1	0	0
gbgene19443	3	1	7	2	0	0	5	0
gbgene19444	455	358	291	200	185	356	280	295
gbgene19445	3246	1959	1256	2275	1746	182	2987	2494
gbgene19446	38	2	16	6	2	2	15	12
gbgene19447	0	0	0	0	0	0	0	0
gbgene19448	241	394	74	23	69	1819	35	79
gbgene19449	26	21	39	37	30	34	42	67
gbgene19450	5	1	2	4	2	0	6	1
gbgene19451	12	5	3	14	6	0	4	0
gbgene19452	777	443	712	823	560	598	903	844
gbgene19453	295	134	1	53	39	10	0	79
gbgene19454	3	1	6	36	7	0	14	12
gbgene19455	74	40	88	161	94	16	199	161
gbgene19456	175	102	128	127	132	70	201	159
gbgene19457	359	117	2	3	3	1	12	0
gbgene19458	89	22	5	0	1	0	7	9
gbgene19459	5	4	0	0	0	0	0	0
gbgene19460	6	2	0	0	0	0	0	0
gbgene19461	238	120	329	298	160	239	318	307
gbgene19462	309	98	296	337	187	237	313	303
gbgene19463	2565	1317	2395	2018	1400	2760	2602	2648
gbgene19464	365	175	352	303	169	287	336	325
gbgene19465	514	392	431	256	198	468	318	518
gbgene19466	0	0	0	0	0	0	0	0
gbgene19467	2	0	0	0	0	1	0	0
gbgene19468	0	0	0	0	1	0	0	1
gbgene19469	14	0	1	0	3	0	4	2
gbgene19470	0	0	0	0	0	0	0	0
gbgene19471	0	0	0	0	0	1	0	0
gbgene19472	0	1	0	0	0	0	0	0
gbgene19473	9	0	0	0	0	0	0	10
gbgene19474	0	0	0	0	0	0	0	0
gbgene19475	0	0	0	0	0	0	0	0
gbgene19476	332	127	91	133	88	38	150	128
gbgene19477	11426	6620	8928	8935	6403	7652	11200	11773
gbgene19478	1433	486	695	872	681	245	1095	972
gbgene19479	10636	5878	38843	31979	13770	34283	24163	28892
gbgene19480	375	190	394	485	276	399	523	451
gbgene19481	0	0	0	0	0	0	0	0
gbgene19482	22	5	7	7	0	20	0	6
gbgene19483	475	466	1569	1428	844	1563	1839	753
gbgene19484	0	0	0	3	0	0	34	57
gbgene19485	5	1	3	0	6	1	3	1
gbgene19486	0	0	0	0	0	0	0	0
gbgene19487	22	9	2	0	2	4	2	1
gbgene19488	0	0	0	0	0	0	0	0
gbgene19489	19	40	322	395	258	320	274	47
gbgene19490	36	32	7	15	6	23	29	47
gbgene19491	112	3	0	0	0	0	0	0
gbgene19492	7	5	30	13	1	20	2	22
gbgene19493	9	28	15	10	27	0	34	48
gbgene19494	0	0	1	0	0	0	1	0
gbgene19495	10	9	3	6	4	2	4	3
gbgene19496	18	34	137	106	16	112	60	63
gbgene19497	918	564	325	504	405	222	1168	683
gbgene19498	1	0	0	0	0	0	0	0
gbgene19499	469	310	1090	924	642	711	403	638
gbgene19501	2	1	0	2	0	0	0	0
gbgene19500	157	88	95	95	82	154	77	66
gbgene19502	1	0	3	10	6	0	0	1
gbgene19503	234	107	108	141	85	15	130	163
gbgene19504	200	91	168	138	78	138	188	172
gbgene19505	0	0	0	0	0	0	0	0
gbgene19506	0	0	0	0	0	0	0	0
gbgene19507	0	0	0	0	0	0	0	0
gbgene19508	0	0	0	0	1	0	1	3
gbgene19509	0	0	10	4	0	3	0	11
gbgene19510	0	0	20	8	6	3	3	30
gbgene19511	0	0	2	0	0	0	0	0
gbgene19512	11	3	3	10	0	7	0	7
gbgene19513	2	0	0	0	0	0	1	0
gbgene19514	0	0	6	0	5	0	2	2
gbgene19515	0	0	0	0	0	0	0	0
gbgene19516	0	0	1	3	3	0	0	1
gbgene19517	0	0	0	1	0	0	0	0
gbgene19518	0	0	0	0	6	0	0	0
gbgene19519	95	53	44	36	80	58	103	129
gbgene19520	556	1	1246	625	1023	1065	178	214
gbgene19521	51	28	83	116	189	75	64	83
gbgene19522	6	1	5	3	5	0	3	3
gbgene19523	0	0	0	0	0	0	0	1
gbgene19524	10	1	6	4	2	3	17	9
gbgene19525	2	2	10	4	6	1	5	9
gbgene19526	3	0	0	0	0	0	3	0
gbgene19527	0	0	0	0	0	4	0	0
gbgene19528	4	0	0	0	0	2	0	2
gbgene19529	0	0	2	1	1	0	0	2
gbgene19530	4	0	1	0	0	1	0	2
gbgene19531	27	3	2	6	0	1	0	4
gbgene19532	49	6	0	1	0	3	0	7
gbgene19533	90	14	7	3	0	0	14	6
gbgene19534	0	1	0	0	0	0	0	1
gbgene19535	3	0	3	0	1	0	7	0
gbgene19536	24	11	108	54	45	94	55	79
gbgene19537	25	3	38	32	9	18	33	51
gbgene19538	23	16	76	105	21	30	70	122
gbgene19539	11	9	1	0	0	0	5	1
gbgene19540	100	144	1013	1049	390	966	794	301
gbgene19541	24	1	0	0	0	1	0	0
gbgene19542	203	74	70	81	67	14	98	163
gbgene19543	1310	685	704	763	650	730	929	1077
gbgene19544	1084	666	689	697	721	554	919	961
gbgene19545	595	194	235	233	184	201	328	302
gbgene19546	0	0	0	0	0	0	0	0
gbgene19547	234	210	6	0	37	15	18	3
gbgene19548	0	0	0	0	0	0	0	0
gbgene19549	1	0	0	0	0	0	0	0
gbgene19550	614	373	275	490	443	880	787	921
gbgene19551	165	74	63	55	87	83	117	128
gbgene19552	356	196	376	396	279	350	454	500
gbgene19553	612	475	338	577	450	1104	918	1094
gbgene19554	0	0	0	0	0	0	0	0
gbgene19555	2	0	0	0	0	0	0	0
gbgene19556	0	0	0	0	0	0	0	0
gbgene19557	0	0	0	0	0	0	0	0
gbgene19558	0	0	0	0	0	0	0	0
gbgene19559	0	0	0	0	0	0	0	0
gbgene19560	107	66	242	233	61	202	187	215
gbgene19561	0	0	0	0	0	0	0	0
gbgene19562	579	264	442	628	426	281	622	630
gbgene19563	19	13	0	0	1	0	1	0
gbgene19564	35	13	0	1	0	0	2	0
gbgene19565	17	10	13	11	13	21	17	27
gbgene19566	2	2	18	26	23	21	29	7
gbgene19567	2	0	6	16	5	5	3	0
gbgene19568	8	4	10	43	24	6	2	29
gbgene19569	3	11	5	1	7	1	1	7
gbgene19570	541	353	1405	1498	750	1240	1043	1236
gbgene19571	47	21	6	43	23	0	16	21
gbgene19572	7	19	72	39	7	70	34	45
gbgene19573	10301	7168	6576	6124	4357	5682	8379	8000
gbgene19574	14971	6299	4159	9697	5574	155	8112	9488
gbgene19575	64	51	37	124	16	5	50	93
gbgene19576	2032	1181	1097	1447	1246	685	1984	2048
gbgene19577	169	114	7	14	667	360	798	98
gbgene19578	23	36	149	140	50	88	67	123
gbgene19579	774	302	1420	1124	445	581	657	1411
gbgene19580	2043	1028	1196	1098	1219	1080	1176	1453
gbgene19581	2535	634	592	2107	777	1	1024	1325
gbgene19582	0	0	0	0	0	0	0	0
gbgene19583	15	0	20	29	39	15	56	30
gbgene19584	136	42	103	139	55	118	100	125
gbgene19585	22	7	0	1	0	9	2	0
gbgene19586	0	0	2	0	0	2	3	0
gbgene19587	0	0	0	0	0	0	0	0
gbgene19588	0	0	0	0	1	0	0	0
gbgene19589	0	0	0	0	0	0	0	0
gbgene19590	0	0	0	0	0	0	0	0
gbgene19591	0	0	1	1	4	1	1	0
gbgene19592	11713	8140	3111	5073	3283	10	6362	5767
gbgene19593	32	41	893	551	286	794	566	792
gbgene19594	705	372	553	1096	859	573	966	968
gbgene19595	11637	5537	10403	11066	6751	9677	14036	10324
gbgene19596	14353	8788	3729	5404	5024	6	6953	8178
gbgene19597	0	0	0	0	0	0	0	0
gbgene19598	0	0	0	0	0	0	0	0
gbgene19599	0	1	0	0	0	0	0	0
gbgene19600	2	0	0	0	0	0	0	0
gbgene19601	0	0	17	26	7	32	32	51
gbgene19602	0	0	0	0	0	0	0	0
gbgene19603	1	0	0	0	0	0	0	0
gbgene19604	4	1	0	0	0	0	0	0
gbgene19605	5	2	0	2	0	1	4	3
gbgene19606	21	18	48	22	17	16	47	52
gbgene19607	0	0	5	0	0	0	1	6
gbgene19608	221	34	68	54	46	4	48	67
gbgene19609	17	13	6	6	2	5	5	0
gbgene19610	0	0	0	0	1	4	1	0
gbgene19611	1	0	0	0	0	0	0	0
gbgene19612	0	0	0	0	0	0	0	0
gbgene19613	0	0	0	0	0	0	0	0
gbgene19614	34	17	49	62	6	15	46	46
gbgene19615	11826	7612	10673	9651	6775	13031	10710	15726
gbgene19616	1096	682	981	989	733	870	1185	1138
gbgene19617	4	16	1	4	7	5	4	4
gbgene19618	0	0	8	0	82	9	70	214
gbgene19619	3813	2681	4951	6463	5328	11957	7631	7378
gbgene19620	541	262	982	1437	650	401	1565	1720
gbgene19621	17	6	7	2	6	1	33	9
gbgene19622	558	151	668	684	357	232	562	878
gbgene19623	1	0	0	0	0	0	0	0
gbgene19624	717	376	490	540	422	479	605	746
gbgene19625	59	110	279	231	81	253	137	194
gbgene19626	287	402	86	165	143	307	230	219
gbgene19627	8	1	2	3	6	6	9	13
gbgene19628	24	90	150	16	40	69	68	56
gbgene19629	12114	5532	4140	9006	5340	403	7600	9434
gbgene19630	713	256	643	801	586	286	910	774
gbgene19631	82	35	27	47	21	16	56	53
gbgene19632	38	10	8	4	1	5	7	5
gbgene19633	704	240	158	456	313	112	406	448
gbgene19634	2	0	1	3	1	0	0	0
gbgene19635	0	0	2	0	0	4	0	4
gbgene19636	862	663	744	1054	650	805	1124	860
gbgene19637	0	0	0	0	0	0	0	0
gbgene19638	158	97	585	819	218	0	2	317
gbgene19639	0	0	0	0	2	1	1	0
gbgene19640	6	8	3	1	7	11	8	11
gbgene19641	773	374	876	486	497	965	708	970
gbgene19642	0	3	1	0	1	0	0	0
gbgene19643	0	0	0	0	0	0	0	0
gbgene19644	0	0	0	0	4	12	2	2
gbgene19645	2940	1657	2133	2539	1575	1739	2473	2931
gbgene19646	17286	10146	9415	10099	7694	8964	12125	13451
gbgene19647	0	0	0	0	0	0	0	0
gbgene19648	12	1	6	3	46	6	5	38
gbgene19649	0	0	3	0	36	0	0	44
gbgene19650	0	1	1	60	219	2	3	70
gbgene19651	0	0	0	0	0	0	0	0
gbgene19652	0	0	0	0	0	0	0	2
gbgene19653	0	0	0	0	0	0	0	0
gbgene19654	0	0	0	0	0	0	0	0
gbgene19655	473	245	226	300	224	78	525	361
gbgene19656	0	0	0	0	0	0	0	0
gbgene19657	2289	1091	4935	4361	2368	3681	4102	4667
gbgene19658	13461	7983	4451	7257	4939	1320	8131	8030
gbgene19659	1093	614	786	790	642	1198	1105	996
gbgene19660	0	0	0	0	0	0	0	0
gbgene19661	3	5	5	0	3	2	2	6
gbgene19662	0	0	0	0	0	2	0	0
gbgene19663	4	22	44	8	2	0	5	6
gbgene19664	4	0	3	2	3	10	5	4
gbgene19665	0	0	0	0	0	0	0	0
gbgene19666	0	0	0	0	0	0	0	1
gbgene19667	0	0	0	0	0	0	0	0
gbgene19668	1	0	0	0	0	0	1	0
gbgene19669	0	0	0	0	0	0	0	0
gbgene19670	88	646	7	20	25	5	42	46
gbgene19671	4	0	0	0	0	0	0	0
gbgene19672	0	0	0	0	0	0	0	0
gbgene19673	0	0	0	0	0	0	0	0
gbgene19674	6	7	0	0	2	1	1	0
gbgene19675	8	1	1	0	0	0	0	0
gbgene19676	0	0	0	0	0	0	0	0
gbgene19677	47	26	0	1	0	0	0	0
gbgene19678	0	0	7	68	12	10	25	25
gbgene19679	19	23	37	47	23	51	49	5
gbgene19680	5	1	52	128	74	30	11	124
gbgene19681	11	14	38	13	13	43	19	4
gbgene19682	0	0	4	1	0	9	0	1
gbgene19683	1	0	0	0	0	0	0	0
gbgene19684	0	0	0	0	2	0	0	0
gbgene19685	5	0	0	2	1	3	1	0
gbgene19686	20	17	5	21	4	17	6	4
gbgene19687	45	27	84	66	21	77	42	61
gbgene19688	16	2	3	23	31	0	16	33
gbgene19689	7	0	0	0	0	2	0	0
gbgene19690	4749	2534	2502	3601	2776	1185	4312	4328
gbgene19691	0	0	0	0	0	0	0	0
gbgene19692	2	2	0	2	2	0	5	0
gbgene19693	0	0	0	0	0	1	0	0
gbgene19694	0	0	0	0	0	0	0	0
gbgene19695	0	0	0	0	0	0	0	0
gbgene19696	0	0	0	0	0	0	0	0
gbgene19697	0	0	0	0	0	0	0	0
gbgene19698	3	2	1	1	0	5	0	0
gbgene19699	54	24	0	1	0	1	0	4
gbgene19700	5	4	0	5	0	0	4	3
gbgene19701	2	1	1	20	3	1	0	8
gbgene19702	0	0	0	2	1	0	0	2
gbgene19703	0	0	4	12	0	0	0	0
gbgene19704	4491	2141	175	307	200	0	244	69
gbgene19705	174	154	35	37	19	17	56	56
gbgene19706	82	83	83	86	37	53	74	50
gbgene19707	105	65	49	36	18	34	49	71
gbgene19708	2920	1538	3086	3441	2452	3760	3831	3398
gbgene19709	358	130	237	549	386	217	561	470
gbgene19710	88	42	48	68	27	29	34	49
gbgene19711	53	75	119	130	138	75	274	221
gbgene19712	2	7	0	0	0	0	0	0
gbgene19713	19	8	39	16	34	46	63	35
gbgene19714	419	158	1260	2497	994	2331	955	6243
gbgene19715	0	0	2	0	0	0	0	0
gbgene19716	0	0	2	0	0	3	1	5
gbgene19717	1925	678	467	877	747	9	1105	1019
gbgene19718	39	9	51	34	9	0	79	16
gbgene19719	44	16	164	144	58	92	78	79
gbgene19720	29	10	19	19	0	11	22	4
gbgene19721	109	0	91	72	1	26	113	26
gbgene19722	168	146	194	139	83	261	258	88
gbgene19723	0	73	0	0	7	68	0	3
gbgene19724	450	103	32	95	166	2	58	60
gbgene19725	2	0	0	0	1	0	3	0
gbgene19726	20	6	17	33	32	8	15	32
gbgene19727	62	34	112	76	55	117	77	138
gbgene19728	0	0	0	0	0	0	0	3
gbgene19729	3	0	0	0	0	0	0	0
gbgene19730	7	3	13	27	3	7	12	8
gbgene19731	61	62	25	63	102	9	5	62
gbgene19732	366	222	86	237	199	0	373	192
gbgene19733	29	18	55	22	31	33	29	71
gbgene19734	72	38	86	82	71	107	80	114
gbgene19735	2	0	0	2	2	0	4	2
gbgene19736	0	0	0	0	0	0	0	0
gbgene19737	1	1	0	0	0	0	0	0
gbgene19738	878	527	1635	1250	663	2108	1339	1015
gbgene19739	0	0	0	0	0	0	0	0
gbgene19740	9	8	8	10	12	1	14	11
gbgene19741	0	0	0	0	0	0	0	0
gbgene19742	0	0	0	1	0	0	0	1
gbgene19743	0	0	0	0	0	0	0	0
gbgene19744	2	8	0	0	0	0	2	0
gbgene19745	0	0	0	0	1	0	0	0
gbgene19746	2	0	0	0	0	0	0	0
gbgene19747	1	0	1	0	0	0	0	1
gbgene19748	0	0	0	0	0	0	1	0
gbgene19749	0	0	1	0	0	3	0	0
gbgene19750	0	0	0	3	0	0	0	0
gbgene19751	0	0	0	4	0	0	0	3
gbgene19752	0	0	0	0	0	0	0	0
gbgene19753	0	2	0	0	0	0	0	0
gbgene19754	230	160	437	367	207	369	322	388
gbgene19755	1830	1120	135	119	1422	501	2039	383
gbgene19756	203	91	190	157	82	184	152	184
gbgene19757	102	28	193	150	115	250	229	212
gbgene19758	66	32	1	2	0	2	1	0
gbgene19759	2	0	3	1	5	11	16	0
gbgene19760	24	10	9	8	6	5	6	3
gbgene19761	16	13	10	8	3	2	6	4
gbgene19762	733	310	312	879	512	64	667	684
gbgene19763	1154	445	529	1282	815	125	1068	1243
gbgene19764	17	9	39	18	18	18	31	16
gbgene19765	135	109	37	0	0	1	4	0
gbgene19766	3	1	2	0	0	0	2	0
gbgene19767	0	0	1	0	0	0	1	0
gbgene19768	0	0	1	0	0	0	0	0
gbgene19769	1	0	4	5	10	19	7	10
gbgene19770	22	0	0	0	0	1	0	1
gbgene19771	1758	1299	654	1099	745	3	1146	1399
gbgene19772	2459	1575	2764	2095	1497	3797	3716	3028
gbgene19773	0	0	0	0	1	0	0	0
gbgene19774	1	44	1	87	1	107	1	112
gbgene19775	4	3	3	5	3	1	2	3
gbgene19776	36	41	25	24	16	8	33	42
gbgene19777	127	109	639	822	417	1129	785	650
gbgene19778	6	0	329	5	5	299	316	5
gbgene19779	2	1	0	0	0	0	0	0
gbgene19780	2	0	0	0	0	0	1	0
gbgene19781	1147	395	475	622	356	444	725	614
gbgene19782	5184	3265	1890	2501	1851	1039	3324	3226
gbgene19783	4402	2715	3339	4004	3151	3859	5653	3703
gbgene19784	183	122	92	50	72	35	7	58
gbgene19785	8279	5322	2084	3376	2223	5	4268	5111
gbgene19786	34	120	49	22	28	39	31	41
gbgene19787	8	106	881	5	78	193	470	17
gbgene19788	53	25	67	13	53	51	35	110
gbgene19789	2	2	2	6	2	0	3	1
gbgene19790	0	0	0	2	80	0	0	0
gbgene19791	3	3	0	5	38	0	1	4
gbgene19792	0	0	0	1	1	0	2	0
gbgene19793	4	0	0	0	0	0	0	2
gbgene19794	112	75	94	23	245	159	349	38
gbgene19795	0	0	0	1	0	0	0	0
gbgene19796	81	111	229	116	106	445	314	290
gbgene19797	12	0	1	0	0	0	2	0
gbgene19798	12	4	0	30	17	0	4	2
gbgene19799	69	5	0	1	0	0	0	0
gbgene19800	82	39	98	159	108	2	189	54
gbgene19801	29	95	1	5	22	0	14	135
gbgene19802	35	95	4	11	67	4	45	250
gbgene19803	1340	440	459	690	490	192	965	677
gbgene19804	5305	2384	926	1309	1607	3	3246	3290
gbgene19805	39	24	0	0	0	4	1	3
gbgene19806	0	0	0	0	2	0	0	3
gbgene19808	0	0	0	0	0	0	0	0
gbgene19807	544	137	162	475	319	0	415	448
gbgene19809	11	0	3	13	4	1	6	0
gbgene19810	0	0	0	0	0	0	0	3
gbgene19811	0	0	5	1	0	5	0	6
gbgene19812	16	0	0	0	0	0	0	0
gbgene19813	1	0	0	0	0	0	0	0
gbgene19814	0	0	0	0	0	0	0	0
gbgene19815	18	37	8	73	33	8	46	66
gbgene19816	5	11	0	0	3	2	2	2
gbgene19817	1	0	0	0	0	0	0	1
gbgene19818	0	0	0	0	0	0	0	0
gbgene19819	0	0	3	6	0	1	0	0
gbgene19820	0	2	2	3	2	1	0	3
gbgene19821	0	2	0	0	0	0	0	0
gbgene19822	0	0	0	0	0	0	0	0
gbgene19823	0	3	1	14	1	0	4	7
gbgene19824	0	3	0	0	3	0	2	0
gbgene19825	0	0	0	0	0	0	0	0
gbgene19826	0	0	0	3	3	0	0	4
gbgene19827	0	0	0	0	0	0	0	0
gbgene19828	0	0	0	0	0	0	0	0
gbgene19829	0	0	0	0	0	0	0	0
gbgene19830	1	0	0	0	0	0	0	0
gbgene19831	2	0	0	3	2	0	2	1
gbgene19832	1349	622	1244	1178	766	1903	1343	1389
gbgene19833	28	18	75	54	40	24	68	61
gbgene19834	29709	16124	11144	13365	10174	4508	16976	18220
gbgene19835	29	783	157	828	413	309	2	297
gbgene19836	122	98	160	106	48	120	113	31
gbgene19837	27	19	27	15	7	9	17	13
gbgene19838	0	0	0	0	0	3	2	0
gbgene19839	0	0	0	0	0	0	0	0
gbgene19840	10074	4870	465	203	1432	143	1006	316
gbgene19841	0	3	0	0	0	0	1	0
gbgene19842	438	325	234	175	130	159	202	317
gbgene19843	0	0	0	0	0	0	0	0
gbgene19844	0	0	0	0	0	0	0	0
gbgene19845	0	0	0	0	0	0	0	0
gbgene19846	0	0	0	0	0	0	0	0
gbgene19847	0	0	6	1	0	1	1	0
gbgene19848	471	92	261	240	179	194	218	162
gbgene19849	87	52	146	119	76	229	102	121
gbgene19850	5608	2030	3082	1097	1614	3797	2267	4280
gbgene19851	3336	1588	903	1226	901	1	1771	1634
gbgene19852	1	1	0	0	1	0	0	0
gbgene19853	0	0	0	0	1	0	6	0
gbgene19854	165	25	11439	19837	528	18114	2194	13173
gbgene19855	25	36	27	2	6	10	58	16
gbgene19856	0	1	0	0	0	0	0	0
gbgene19857	65	40	49	56	38	51	56	85
gbgene19858	19	7	36	25	12	138	41	88
gbgene19859	152	0	2	0	68	1	4	9
gbgene19860	24	18	14	21	16	2	46	24
gbgene19861	80	74	265	243	91	77	103	181
gbgene19862	423	198	242	275	215	122	347	322
gbgene19863	0	0	0	0	0	0	0	0
gbgene19864	155	47	94	130	52	160	56	78
gbgene19865	0	0	0	0	0	0	0	0
gbgene19866	0	0	0	0	0	0	0	0
gbgene19867	0	0	0	0	0	0	0	0
gbgene19868	0	0	0	0	0	0	0	0
gbgene19869	77	26	426	345	1099	2224	579	213
gbgene19870	49	30	11	11	72	25	81	7
gbgene19871	1	0	1	3	0	0	11	19
gbgene19872	0	0	0	3	0	0	3	5
gbgene19873	961	609	630	793	734	517	1175	1170
gbgene19874	85	59	124	0	0	181	0	8
